ric,ticker,isin,exchange_name,tracking_status,price_ingest_enabled,pit_fundamentals_enabled,pit_classification_enabled,allow_cuse_native_core,allow_cuse_fundamental_projection,allow_cuse_returns_projection,allow_cpar_core_target,allow_cpar_extended_target
LAW.N,LAW,US1263271058,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LAZ.N,LAZ,US52110M1099,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LB.N,LB,US5149521008,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LBRDK.OQ,LBRDK,US5303073051,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LBRT.N,LBRT,US53115L1044,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LBRX.OQ,LBRX,US50180M1080,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LBTYA.OQ,LBTYA,BMG611881019,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LBTYK.OQ,LBTYK,BMG611881274,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LBY.A,LBY,,,active,1,1,1,1,0,0,1,1
LBY.B,LBY,,,active,1,1,1,1,0,0,1,1
LC.N,LC,US52603A2087,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LCAV.OQ,LCAV,,,active,1,1,1,1,0,0,1,1
LCC.N,LCC,,,active,1,1,1,1,0,0,1,1
LCII.N,LCII,US50189K1034,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LCNB.OQ,LCNB,US50181P1003,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LCTX.A,LCTX,US53566P1093,American Stock Exchange,active,1,1,1,1,0,0,1,1
LCUT.OQ,LCUT,US53222Q1031,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LDG.B,LDG,,,active,1,1,1,1,0,0,1,1
LDI.N,LDI,US53946R1068,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LDOS.N,LDOS,US5253271028,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LDR.B,LDR,,,active,1,1,1,1,0,0,1,1
LDR.N,LDR,,,active,1,1,1,1,0,0,1,1
LDRH.OQ,LDRH,,,active,1,1,1,1,0,0,1,1
LE.OQ,LE,US51509F1057,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LEA.N,LEA,US5218652049,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LEAP.OQ,LEAP,,,active,1,1,1,1,0,0,1,1
LECO.OQ,LECO,US5339001068,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LEDR.OQ,LEDR,,,active,1,1,1,1,0,0,1,1
LEG.II,LEG,,,active,1,1,1,1,0,0,1,1
LEG.N,LEG,US5246601075,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LEGH.OQ,LEGH,US52472M1018,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LEH.N,LEH,,,active,1,1,1,1,0,0,1,1
LEN.II,LEN,,,active,1,1,1,1,0,0,1,1
LEN.N,LEN,US5260571048,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LEND.OQ,LEND,,,active,1,1,1,1,0,0,1,1
LENZ.OQ,LENZ,US52635N1037,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LEU.N,LEU,US15643U1043,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LF.N,LF,,,active,1,1,1,1,0,0,1,1
LF.PH,LF,,,active,1,1,1,1,0,0,1,1
LFCR.OQ,LFCR,US5147661046,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LFG.B,LFG,,,active,1,1,1,1,0,0,1,1
LFMD.OQ,LFMD,US53216B1044,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LFST.OQ,LFST,US53228F1012,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LFT.N,LFT,US55025L1089,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LFUS.OQ,LFUS,US5370081045,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LFVN.OQ,LFVN,US53222K2050,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LGFB.N^E25,LGFB,CA5359195008,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LGIH.OQ,LGIH,US50187T1060,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LGN.OQ,LGN,US52476L1098,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LGND.OQ,LGND,US53220K5048,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LGNDDE.INS,LGNDDE,,,active,1,1,1,1,0,0,1,1
LH.II,LH,,,active,1,1,1,1,0,0,1,1
LH.N,LH,US5049221055,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LHO.C,LHO,,,active,1,1,1,1,0,0,1,1
LHO^L18,LHO^L18,US5179421087,New York Consolidated,active,1,1,1,1,0,0,1,1
LIF.OQ,LIF,US5322061095,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LIFC.OQ,LIFC,,,active,1,1,1,1,0,0,1,1
LIFE.OQ,LIFE,US29765A1016,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LII.N,LII,US5261071071,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LILA.OQ,LILA,BMG9001E1021,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LILAK.OQ,LILAK,BMG9001E1286,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LIN.OQ,LIN,IE000S9YS762,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LINC.OQ,LINC,US5335351004,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LIND.OQ,LIND,US5352191093,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LION.N,LION,CA53626N1024,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LIOX.O,LIOX,,,active,1,1,1,1,0,0,1,1
LIOX.OQ,LIOX,,,active,1,1,1,1,0,0,1,1
LITE.OQ,LITE,US55024U1097,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LIVN.L,LIVN,,,active,1,1,1,1,0,0,1,1
LIVN.OQ,LIVN,GB00BYMT0J19,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LIZ.II,LIZ,,,active,1,1,1,1,0,0,1,1
LKFN.OQ,LKFN,US5116561003,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LKQ.OQ,LKQ,US5018892084,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LLEX.A,LLEX,,,active,1,1,1,1,0,0,1,1
LLL.II,LLL,,,active,1,1,1,1,0,0,1,1
LLTC.O^C17,LLTC,US5356781063,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
LLY.N,LLY,US5324571083,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LM.II,LM,,,active,1,1,1,1,0,0,1,1
LM.N,LM,,,active,1,1,1,1,0,0,1,1
LMAT.OQ,LMAT,US5255582018,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LMB.OQ,LMB,US53263P1057,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LMCA.OQ,LMCA,,,active,1,1,1,1,0,0,1,1
LMCK.OQ,LMCK,,,active,1,1,1,1,0,0,1,1
LMIA.OQ,LMIA,,,active,1,1,1,1,0,0,1,1
LMND.N,LMND,US52567D1072,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LMNR.OQ,LMNR,US5327461043,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LMOS.OQ,LMOS,,,active,1,1,1,1,0,0,1,1
LMS.B,LMS,,,active,1,1,1,1,0,0,1,1
LMT.N,LMT,US5398301094,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LNC.II,LNC,,,active,1,1,1,1,0,0,1,1
LNC.N,LNC,US5341871094,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LNCE.O^C18,LNCE,US8335511049,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
LNCR.O^H12,LNCR,US5327911005,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
LNG,LNG,US16411R2085,New York Consolidated,active,1,1,1,1,0,0,1,1
LNKB.OQ,LNKB,US53578P1057,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LNKD.N,LNKD,,,active,1,1,1,1,0,0,1,1
LNN.N,LNN,US5355551061,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LNSR.OQ,LNSR,US52634L1089,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LNT.O,LNT,US0188021085,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
LNTH.OQ,LNTH,US5165441032,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LNUXDE.INS,LNUXDE,,,active,1,1,1,1,0,0,1,1
LNWO.PK,LNWO,US80874P1093,USA Pink Sheets,active,1,1,1,1,0,0,1,1
LNY.B,LNY,,,active,1,1,1,1,0,0,1,1
LO.N,LO,,,active,1,1,1,1,0,0,1,1
LOB.N,LOB,US53803X1054,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LOCK.N,LOCK,,,active,1,1,1,1,0,0,1,1
LOCO.OQ,LOCO,US2686031079,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LOGM.OQ,LOGM,,,active,1,1,1,1,0,0,1,1
LOGN.S,LOGN,CH0025751329,SWX Europe PLC,active,1,1,1,1,0,0,1,1
LOJN.OQ,LOJN,,,active,1,1,1,1,0,0,1,1
LOPE.OQ,LOPE,US38526M1062,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LOV.A,LOV,,,active,1,1,1,1,0,0,1,1
LOVE.OQ,LOVE,US54738L1098,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LOW.N,LOW,US5486611073,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LP40189075,LP40189075,US0669224778,Lipper,active,1,1,1,1,0,0,1,1
LP40189077,LP40189077,US0669225197,Lipper,active,1,1,1,1,0,0,1,1
LP40190665,XSVCX,US33766Y1001,Lipper,active,1,1,1,1,0,0,1,1
LPCN.OQ,LPCN,US53630X2036,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LPG.N,LPG,MHY2106R1100,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LPLA.OQ,LPLA,US50212V1008,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LPNT.OQ,LPNT,,,active,1,1,1,1,0,0,1,1
LPRO.OQ,LPRO,US68373J1043,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LPSN.OQ,LPSN,US5381463091,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LPS^A14,LPS,US52602E1029,New York Consolidated,active,1,1,1,1,0,0,1,1
LPT.N,LPT,,,active,1,1,1,1,0,0,1,1
LPT.N^B20,LPT,US5311721048,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LPX.N,LPX,US5463471053,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LQDA.OQ,LQDA,US53635D2027,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LQDT.OQ,LQDT,US53635B1070,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LRCX.OQ,LRCX,US5128073062,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LRMR.OQ,LRMR,US5171251003,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LRN.N,LRN,US86333M1080,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LRW.B,LRW,,,active,1,1,1,1,0,0,1,1
LSAK.O,LSAK,US64107N2062,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
LSBG.OQ,LSBG,,,active,1,1,1,1,0,0,1,1
LSCC.OQ,LSCC,US5184151042,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LSE.N,LSE,KYG5462C1069,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LSF.A,LSF,US50736T1025,American Stock Exchange,active,1,1,1,1,0,0,1,1
LSI.O^E14,LSI,US5021611026,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
LSTR.OQ,LSTR,US5150981018,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LTBG.OQ,LTBG,,,active,1,1,1,1,0,0,1,1
LTBR.OQ,LTBR,US53224K3023,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LTC.N,LTC,US5021751020,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LTH.N,LTH,US53190C1027,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LTM.N,LTM,US51817R2058,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LTR.II,LTR,,,active,1,1,1,1,0,0,1,1
LTS.B,LTS,,,active,1,1,1,1,0,0,1,1
LTXX.O,LTXX,,,active,1,1,1,1,0,0,1,1
LUCD.OQ,LUCD,US54948X1090,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LUFK.OQ,LUFK,,,active,1,1,1,1,0,0,1,1
LULU.OQ,LULU,US5500211090,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LUM.B,LUM,,,active,1,1,1,1,0,0,1,1
LUMN.N,LUMN,US5502411037,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LUNA.PK,LUNA,US5503511009,USA Pink Sheets,active,1,1,1,1,0,0,1,1
LUNG.OQ,LUNG,US7458481014,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LUNR.OQ,LUNR,US46125A1007,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LUV.II,LUV,,,active,1,1,1,1,0,0,1,1
LUV.N,LUV,US8447411088,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LVB.B,LVB,,,active,1,1,1,1,0,0,1,1
LVB.N,LVB,,,active,1,1,1,1,0,0,1,1
LVLT.N,LVLT,,,active,1,1,1,1,0,0,1,1
LVNTA.O^C18,LVNTA,US53071M8560,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
LVO.OQ,LVO,US53814X3008,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LVWR.N,LVWR,US53838J1051,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LW.N,LW,US5132721045,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LWAY.OQ,LWAY,US5319141090,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LWSNF.INS,LWSNF,,,active,1,1,1,1,0,0,1,1
LXEO.OQ,LXEO,US52886X1072,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
LXFR.N,LXFR,GB00BNK03D49,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LXFT.N,LXFT,,,active,1,1,1,1,0,0,1,1
LXK.N,LXK,,,active,1,1,1,1,0,0,1,1
LXP.N,LXP,US5290434084,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LXRX.OQ,LXRX,US5288723027,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
LXU.N,LXU,US5021601043,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LYB.N,LYB,NL0009434992,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LYEL.OQ,LYEL,US55083R2031,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LYFT.OQ,LYFT,US55087P1049,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LYTS.OQ,LYTS,US50216C1080,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LYV.N,LYV,US5380341090,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LZ.OQ,LZ,US52466B1035,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
LZB.N,LZB,US5053361078,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LZM.N,LZM,IM00BLCY1J27,New York Stock Exchange,active,1,1,1,1,0,0,1,1
LZ^I11,LZ,US5492711040,New York Consolidated,active,1,1,1,1,0,0,1,1
M.N,M,US55616P1049,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MA.N,MA,US57636Q1040,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MAA.N,MAA,US59522J1034,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MAC.N,MAC,US5543821012,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MAFB.OQ,MAFB,,,active,1,1,1,1,0,0,1,1
MAGN.N,MAGN,US55939A1079,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MAIN.N,MAIN,US56035L1044,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MAKO.OQ,MAKO,,,active,1,1,1,1,0,0,1,1
MAMA.OQ,MAMA,US56146T1034,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
MAN.N,MAN,US56418H1005,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MANH.OQ,MANH,US5627501092,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MANT.O^I22,MANT,US5645631046,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
MAPS.OQ,MAPS,US92971A1097,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MAQ.PH,MAQ,,,active,1,1,1,1,0,0,1,1
MAR.II,MAR,,,active,1,1,1,1,0,0,1,1
MAR.OQ,MAR,US5719032022,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MARA.OQ,MARA,US5657881067,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
MAS.II,MAS,,,active,1,1,1,1,0,0,1,1
MAS.N,MAS,US5745991068,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MASI.OQ,MASI,US5747951003,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MASS.OQ,MASS,US65443P1021,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
MAT.OQ,MAT,US5770811025,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MATR.OQ,MATR,,,active,1,1,1,1,0,0,1,1
MATV.N,MATV,US8085411069,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MATW.OQ,MATW,US5771281012,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MATX.N,MATX,US57686G1058,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MATX_W.N,MATX_W,,,active,1,1,1,1,0,0,1,1
MAX.N,MAX,US58450V1044,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MAXY.OQ,MAXY,,,active,1,1,1,1,0,0,1,1
MAXYDE.INS,MAXYDE,,,active,1,1,1,1,0,0,1,1
MAZE.OQ,MAZE,US5787841007,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
MBC.N,MBC,US57638P1049,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MBCN.OQ,MBCN,US5963042040,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
MBFI.OQ,MBFI,,,active,1,1,1,1,0,0,1,1
MBHI.O,MBHI,,,active,1,1,1,1,0,0,1,1
MBI.II,MBI,,,active,1,1,1,1,0,0,1,1
MBI.N,MBI,US55262C1009,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MBIN.OQ,MBIN,US58844R1086,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
MBIO.OQ,MBIO,US62818Q3020,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
MBLY.N,MBLY,US60741F1049,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MBRG.OQ,MBRG,,,active,1,1,1,1,0,0,1,1
MBUU.OQ,MBUU,US56117J1007,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
MBVT.OQ,MBVT,,,active,1,1,1,1,0,0,1,1
MBWM.OQ,MBWM,US5873761044,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MBX.OQ,MBX,US55287L1017,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MC.N,MC,US60786M1053,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MCB.N,MCB,US5917741044,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MCBI.OQ,MCBI,,,active,1,1,1,1,0,0,1,1
MCBS.OQ,MCBS,US59165J1051,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MCD.N,MCD,US5801351017,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MCFT.OQ,MCFT,US57637H1032,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
MCGC.OQ,MCGC,,,active,1,1,1,1,0,0,1,1
MCHB.OQ,MCHB,US43785V1026,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MCHP.OQ,MCHP,US5950171042,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MCHX.OQ,MCHX,US56624R1086,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MCK.II,MCK,,,active,1,1,1,1,0,0,1,1
MCK.N,MCK,US58155Q1031,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MCO.II,MCO,,,active,1,1,1,1,0,0,1,1
MCO.N,MCO,US6153691059,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MCRB.OQ,MCRB,US81750R2013,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MCRI.OQ,MCRI,US6090271072,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MCRL.OQ,MCRL,,,active,1,1,1,1,0,0,1,1
MCRN.N,MCRN,,,active,1,1,1,1,0,0,1,1
MCRS.O^I14,MCRS,US5949011002,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
MCS.N,MCS,US5663301068,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MCW.OQ,MCW,US60646V1052,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MCY.N,MCY,US5894001008,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MD.N,MD,US58502B1061,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MDAS.OQ,MDAS,,,active,1,1,1,1,0,0,1,1
MDB.OQ,MDB,US60937P1066,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
MDC^D24,MDC^D24,US5526761086,New York Consolidated,active,1,1,1,1,0,0,1,1
MDGL.OQ,MDGL,US5588681057,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MDLZ.OQ,MDLZ,US6092071058,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MDP.II,MDP,,,active,1,1,1,1,0,0,1,1
MDP^L21,MDP^L21,US5894331017,New York Consolidated,active,1,1,1,1,0,0,1,1
MDRX.PK,MDRX,US01988P1084,USA Pink Sheets,active,1,1,1,1,0,0,1,1
MDT.N,MDT,IE00BTN1Y115,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MDTH.O,MDTH,,,active,1,1,1,1,0,0,1,1
MDTL.O,MDTL,,,active,1,1,1,1,0,0,1,1
MDU.N,MDU,US5526901096,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MDV.N,MDV,US60784B1017,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MDVN.P,MDVN,,,active,1,1,1,1,0,0,1,1
MDWD.OQ,MDWD,IL0011316309,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
MDXG.OQ,MDXG,US6024961012,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
MDZA.TO,MDZA,,,active,1,1,1,1,0,0,1,1
ME.N,ME,US90138Q3065,,active,1,1,1,1,0,0,1,1
MEA.A,MEA,,,active,1,1,1,1,0,0,1,1
MEAS.O,MEAS,,,active,1,1,1,1,0,0,1,1
MEAS.OQ,MEAS,,,active,1,1,1,1,0,0,1,1
MEC.N,MEC,US5786051079,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MECA.O,MECA,,,active,1,1,1,1,0,0,1,1
MED.N,MED,US58470H1014,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MEDP.OQ,MEDP,US58506Q1094,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MEDW.OQ,MEDW,,,active,1,1,1,1,0,0,1,1
MEDXDE.INS,MEDXDE,,,active,1,1,1,1,0,0,1,1
MEET.OQ,MEET,,,active,1,1,1,1,0,0,1,1
MEE^F11,MEE,US5762061068,New York Consolidated,active,1,1,1,1,0,0,1,1
MEG.N,MEG,US6151111019,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MEH.B,MEH,,,active,1,1,1,1,0,0,1,1
MEI.N,MEI,US5915202007,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MELI.OQ,MELI,US58733R1023,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MEND.O,MEND,,,active,1,1,1,1,0,0,1,1
MENT.O^C17,MENT,US5872001061,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
MENTDE.INS,MENTDE,,,active,1,1,1,1,0,0,1,1
MERC.O,MERC,US5880561015,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
MESG.OQ,MESG,,,active,1,1,1,1,0,0,1,1
MET.II,MET,US59156RAR93,,active,1,1,1,1,0,0,1,1
MET.N,MET,US59156R1086,New York Stock Exchange,active,1,1,1,1,0,0,1,1
META.OQ,META,US30303M1027,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
METC.OQ,METC,US75134P6007,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
METH.OQ,METH,,,active,1,1,1,1,0,0,1,1
METR.OQ,METR,,,active,1,1,1,1,0,0,1,1
MFA.N,MFA,US55272X6076,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MFB.N,MFB,,,active,1,1,1,1,0,0,1,1
MFB.PH,MFB,,,active,1,1,1,1,0,0,1,1
MFE^C11,MFE,US5790641063,New York Consolidated,active,1,1,1,1,0,0,1,1
MFI.OQ,MFI,VGG6065C1216,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
MFIN.OQ,MFIN,US5839281061,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
MFLX.OQ,MFLX,US33740F5089,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
MFRM.OQ,MFRM,,,active,1,1,1,1,0,0,1,1
MFSF.OQ,MFSF,,,active,1,1,1,1,0,0,1,1
MG.N,MG,US60649T1079,New York Stock Exchange,active,1,1,1,1,0,0,1,1
MGAM.OQ,MGAM,US6073711011,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
MGEE.OQ,MGEE,US55277P1049,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
