ric,ticker,isin,exchange_name,tracking_status,price_ingest_enabled,pit_fundamentals_enabled,pit_classification_enabled,allow_cuse_native_core,allow_cuse_fundamental_projection,allow_cuse_returns_projection,allow_cpar_core_target,allow_cpar_extended_target
CNC.N,CNC,US15135B1017,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNDT.OQ,CNDT,US2067871036,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CNET.II,CNET,,,active,1,1,1,1,0,0,1,1
CNH.N,CNH,NL0010545661,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNK.N,CNK,US17243V1026,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNL.N,CNL,CA19425C1005,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNM.N,CNM,US21874C1027,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNMD.N,CNMD,US2074101013,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNNE.N,CNNE,US13765N1072,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNO.N,CNO,US12621E1038,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNOB.OQ,CNOB,US20786W1071,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CNP.II,CNP,,,active,1,1,1,1,0,0,1,1
CNP.N,CNP,US15189T1079,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNQR.O,CNQR,,,active,1,1,1,1,0,0,1,1
CNQR.OQ,CNQR,,,active,1,1,1,1,0,0,1,1
CNR.N,CNR,US2189371006,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNS.N,CNS,US19247A1007,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNTY.OQ,CNTY,US1564921005,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CNW.N,CNW,,,active,1,1,1,1,0,0,1,1
CNX.II,CNX,,,active,1,1,1,1,0,0,1,1
CNX.N,CNX,US12653C1080,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CNXC.OQ,CNXC,US20602D1019,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CNXN.OQ,CNXN,US69318J1007,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CNXR.OQ,CNXR,,,active,1,1,1,1,0,0,1,1
CNXTDE.INS,CNXTDE,,,active,1,1,1,1,0,0,1,1
COB.OQ,COB,,,active,1,1,1,1,0,0,1,1
COCLDE.INS,COCLDE,,,active,1,1,1,1,0,0,1,1
COCO.OQ,COCO,US92846Q1076,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CODA.OQ,CODA,US19188U2069,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CODE.N,CODE,,,active,1,1,1,1,0,0,1,1
CODI.N,CODI,US20451Q1040,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CODI.OQ,CODI,,,active,1,1,1,1,0,0,1,1
COF.II,COF,,,active,1,1,1,1,0,0,1,1
COF.N,COF,US14040H1059,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COFS.OQ,COFS,US1703861062,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
COGT.OQ,COGT,US19240Q2012,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COH.II,COH,,,active,1,1,1,1,0,0,1,1
COHR.N,COHR,US19247G1076,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COHU.OQ,COHU,US1925761066,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COIN.OQ,COIN,US19260Q1076,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COKE.OQ,COKE,US1910981026,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COL.II,COL,,,active,1,1,1,1,0,0,1,1
COLB.OQ,COLB,US1972361026,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COLD.N,COLD,US03064D1081,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COLL.OQ,COLL,US19459J1043,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COLM.OQ,COLM,US1985161066,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COL^K18,COL^K18,US7743411016,New York Consolidated,active,1,1,1,1,0,0,1,1
COMP.N,COMP,US20464U1007,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COMS.O^D10,COMS,US8855351040,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
COMSDE.INS,COMSDE,,,active,1,1,1,1,0,0,1,1
CON.N,CON,US20603L1026,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COOK.N,COOK,US89269P1030,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COP.II,COP,,,active,1,1,1,1,0,0,1,1
COP.N,COP,US20825C1045,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COR.N,COR,US03073E1055,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CORI.OQ,CORI,,,active,1,1,1,1,0,0,1,1
CORS.OQ,CORS,,,active,1,1,1,1,0,0,1,1
CORT.OQ,CORT,US2183521028,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CORZ.OQ,CORZ,US21874A1060,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COSO.N,COSO,US19058X2071,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COST.OQ,COST,US22160K1051,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
COTY.N,COTY,US2220702037,New York Stock Exchange,active,1,1,1,1,0,0,1,1
COUPN.BCU,COUPN,US22266L1061,BATS Europe,active,1,1,1,1,0,0,1,1
COUR.N,COUR,US22266M1045,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CPAY.N,CPAY,US2199481068,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CPB.O,CPB,US1344291091,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
CPE.MX,CPE*,US13123X5086,Bolsa Mexicana de Valores S.A. de C.V.,active,1,1,1,1,0,0,1,1
CPF.N,CPF,US1547604090,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CPHD.O,CPHD,,,active,1,1,1,1,0,0,1,1
CPHD.OQ,CPHD,,,active,1,1,1,1,0,0,1,1
CPIX.OQ,CPIX,US2307701092,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CPK.N,CPK,US1653031088,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CPKI.OQ,CPKI,,,active,1,1,1,1,0,0,1,1
CPRI.N,CPRI,VGG1890L1076,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CPRT.OQ,CPRT,US2172041061,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CPRX.OQ,CPRX,US14888U1016,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CPS.N,CPS,US21676P1030,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CPSS.OQ,CPSS,US2105021008,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
CPT.N,CPT,US1331311027,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CPTS.O,CPTS,,,active,1,1,1,1,0,0,1,1
CPTS.OQ,CPTS,,,active,1,1,1,1,0,0,1,1
CPWR.O^L14,CPWR,US2056381096,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
CPX.PH,CPX,,,active,1,1,1,1,0,0,1,1
CPY.PH,CPY,,,active,1,1,1,1,0,0,1,1
CQB.B,CQB,,,active,1,1,1,1,0,0,1,1
CQB.N,CQB,,,active,1,1,1,1,0,0,1,1
CR.N,CR,US2244081046,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRAI.OQ,CRAI,US12618T1051,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRAY.O,CRAY,,,active,1,1,1,1,0,0,1,1
CRAY.OQ,CRAY,,,active,1,1,1,1,0,0,1,1
CRBG.N,CRBG,US21871X1090,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRBP.OQ,CRBP,US21833P3010,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CRBU.OQ,CRBU,US1420381089,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRC.N,CRC,US13057Q3056,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRCT.OQ,CRCT,US22658D1000,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRDA.N,CRD.A,US2246332066,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRDB,CRDB,TZ1996100305,New York Consolidated,active,1,1,1,1,0,0,1,1
CRDB.N,CRD.B,US2246331076,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRDF.OQ,CRDF,US14147L1089,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CRDO.OQ,CRDO,KYG254571055,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRGY.N,CRGY,US44952J1043,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRI.N,CRI,US1462291097,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRIS.OQ,CRIS,US2312693094,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CRK.N,CRK,US2057683029,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRL.N,CRL,US1598641074,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRM.N,CRM,US79466L3024,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRMD.OQ,CRMD,US21900C3088,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
CRML.OQ,CRML,VGG2662B1031,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
CRMT.OQ,CRMT,US03062T1051,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRN.B,CRN,,,active,1,1,1,1,0,0,1,1
CRNC.OQ,CRNC,US1567271093,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRNX.OQ,CRNX,US22663K1079,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CROX.OQ,CROX,US2270461096,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRR.C,CRR,,,active,1,1,1,1,0,0,1,1
CRR.N^L19,CRR,US1407811058,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRRC.OQ,CRRC,,,active,1,1,1,1,0,0,1,1
CRS.N,CRS,US1442851036,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CRSP.OQ,CRSP,CH0334081137,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
CRSR.O,CRSR,US22041X1028,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
CRTX.OQ,CRTX,,,active,1,1,1,1,0,0,1,1
CRUS.OQ,CRUS,US1727551004,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRUSDE.INS,CRUSDE,,,active,1,1,1,1,0,0,1,1
CRVL.OQ,CRVL,US2210061097,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRVS.OQ,CRVS,US2210151005,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
CRWD.OQ,CRWD,US22788C1053,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRWN.O,CRWN,,,active,1,1,1,1,0,0,1,1
CRWN.OQ,CRWN,,,active,1,1,1,1,0,0,1,1
CRWV.OQ,CRWV,US21873S1087,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CRZ.PH,CRZ,,,active,1,1,1,1,0,0,1,1
CRZON.BCU,CRZON,US1445771033,BATS Europe,active,1,1,1,1,0,0,1,1
CSCD.OQ,CSCD,,,active,1,1,1,1,0,0,1,1
CSCO.OQ,CSCO,US17275R1023,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CSFL.OQ,CSFL,,,active,1,1,1,1,0,0,1,1
CSGP.OQ,CSGP,US22160N1090,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CSGS.OQ,CSGS,US1263491094,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CSK.B,CSK,,,active,1,1,1,1,0,0,1,1
CSL.N,CSL,US1423391002,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CSPI.OQ,CSPI,US1263891053,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
CSR.N,CSR,US15202L1070,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CSS.B,CSS,,,active,1,1,1,1,0,0,1,1
CSS.N,CSS,,,active,1,1,1,1,0,0,1,1
CSSEQ.PK,CSSEQ,US16842Q1004,USA Pink Sheets,active,1,1,1,1,0,0,1,1
CST.N,CST,,,active,1,1,1,1,0,0,1,1
CSTE.OQ,CSTE,IL0011259137,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CSTL.OQ,CSTL,US14843C1053,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
CSTM.N,CSTM,FR0013467479,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CSV.N,CSV,US1439051079,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CSW.N,CSW,US1264021064,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CSWC.OQ,CSWC,US1405011073,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CSX.II,CSX,US126410ER69,,active,1,1,1,1,0,0,1,1
CSX.OQ,CSX,US1264081035,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CTAS.OQ,CTAS,US1729081059,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CTB.II,CTB,,,active,1,1,1,1,0,0,1,1
CTBI.OQ,CTBI,US2041491083,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CTBK.O,CTBK,,,active,1,1,1,1,0,0,1,1
CTCI.OQ,CTCI,,,active,1,1,1,1,0,0,1,1
CTCT.OQ,CTCT,,,active,1,1,1,1,0,0,1,1
CTEV.N,CTEV,US62548M2098,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CTGO.A,CTGO,US21077F1003,American Stock Exchange,active,1,1,1,1,0,0,1,1
CTKB.OQ,CTKB,US23285D1090,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CTL.II,CTL,,,active,1,1,1,1,0,0,1,1
CTLP.OQ,CTLP,US1381031061,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CTLT.MX,CTLT*,US1488061029,Bolsa Mexicana de Valores S.A. de C.V.,active,1,1,1,1,0,0,1,1
CTMX.OQ,CTMX,US23284F1057,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CTO.N,CTO,US22948Q1013,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CTOS.N,CTOS,US23204X1037,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CTRA.K,CTRA,US1270971039,New York Consolidated,active,1,1,1,1,0,0,1,1
CTRC.OQ,CTRC,,,active,1,1,1,1,0,0,1,1
CTRE.N,CTRE,US14174T1079,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CTRI.N,CTRI,US1559231055,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CTRN.OQ,CTRN,US17306X1028,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CTS.N,CTS,US1265011056,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CTSH.OQ,CTSH,US1924461023,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CTSHF.INS,CTSHF,,,active,1,1,1,1,0,0,1,1
CTSO.OQ,CTSO,US23283X2062,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CTV^A11,CTV,US2033721075,New York Consolidated,active,1,1,1,1,0,0,1,1
CTX.II,CTX,,,active,1,1,1,1,0,0,1,1
CTXR.OQ,CTXR,US17322U3068,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CTXS.O^J22,CTXS,US1773761002,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
CUBE.N,CUBE,US2296631094,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CUBI.N,CUBI,US23204G1004,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CUE.OQ,CUE,US22978P1066,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CULP.N,CULP,US2302151053,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CUNB.OQ,CUNB,,,active,1,1,1,1,0,0,1,1
CURB.N,CURB,US23128Q1013,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CURI.OQ,CURI,US23130Q1076,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CURV.N,CURV,US89142B1070,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CUZ.N,CUZ,US2227955026,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CV.OQ,CV,US1409351079,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CVBF.OQ,CVBF,US1266001056,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CVC.N,CVC,,,active,1,1,1,1,0,0,1,1
CVCO.OQ,CVCO,US1495681074,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CVD.N,CVD,,,active,1,1,1,1,0,0,1,1
CVEO.N,CVEO,CA17878Y2078,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CVG.II,CVG,,,active,1,1,1,1,0,0,1,1
CVGI.OQ,CVGI,US2026081057,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CVGW.OQ,CVGW,US1282461052,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CVG^J18,CVG^J18,US2124851062,New York Consolidated,active,1,1,1,1,0,0,1,1
CVH.II,CVH,,,active,1,1,1,1,0,0,1,1
CVH^E13,CVH,US2228621049,New York Consolidated,active,1,1,1,1,0,0,1,1
CVI.N,CVI,US12662P1084,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CVIA.N,CVIA,,,active,1,1,1,1,0,0,1,1
CVLG.N,CVLG,US22284P1057,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CVLT.OQ,CVLT,US2041661024,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CVM.A,CVM,US1508377066,American Stock Exchange,active,1,1,1,1,0,0,1,1
CVNA.N,CVNA,US1468691027,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CVNS.OQ,CVNS,,,active,1,1,1,1,0,0,1,1
CVRX.OQ,CVRX,US1266381052,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CVS.II,CVS,,,active,1,1,1,1,0,0,1,1
CVS.N,CVS,US1266501006,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CVSA.N,CVSA,US00737L1035,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CVT.N,CVT,,,active,1,1,1,1,0,0,1,1
CVTXDE.INS,CVTXDE,,,active,1,1,1,1,0,0,1,1
CVU,CVU,US1259193084,AMEX Consolidated,active,1,1,1,1,0,0,1,1
CVX.II,CVX,,,active,1,1,1,1,0,0,1,1
CVX.N,CVX,US1667641005,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CW.N,CW,US2315611010,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CWAN.N,CWAN,US1851231068,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CWBC.OQ,CWBC,US2039371073,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CWCO.OQ,CWCO,KYG237731073,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CWEI.N,CWEI,,,active,1,1,1,1,0,0,1,1
CWEN.N,CWEN,US18539C2044,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CWENA.N,CWEN.A,US18539C1053,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CWH.N,CWH,US13462K1097,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CWK.N,CWK,BMG2717C1064,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CWST.OQ,CWST,US1474481041,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CWT.N,CWT,US1307881029,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CXDO.OQ,CXDO,US2265521078,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CXM.N,CXM,US85208T1079,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CXO^A21,CXO^A21,US20605P1012,New York Consolidated,active,1,1,1,1,0,0,1,1
CXPO.OQ,CXPO,,,active,1,1,1,1,0,0,1,1
CXR.B,CXR,,,active,1,1,1,1,0,0,1,1
CXS.N,CXS,,,active,1,1,1,1,0,0,1,1
CXT.N,CXT,US2244411052,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CXW.N,CXW,US21871N1019,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CYBS.O,CYBS,,,active,1,1,1,1,0,0,1,1
CYBX.O,CYBX,,,active,1,1,1,1,0,0,1,1
CYBX.OQ,CYBX,,,active,1,1,1,1,0,0,1,1
CYCN.OQ,CYCN,US23255M2044,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CYH.N,CYH,US2036681086,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CYMIDE.INS,CYMIDE,,,active,1,1,1,1,0,0,1,1
CYN.BCU,CYN,US2328061096,BATS Europe,active,1,1,1,1,0,0,1,1
CYN.N,CYN,US23257B3050,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CYNO.O,CYNO,,,active,1,1,1,1,0,0,1,1
CYNO.OQ,CYNO,,,active,1,1,1,1,0,0,1,1
CYRX.OQ,CYRX,US2290503075,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CYT.N,CYT,US23284P1030,New York Stock Exchange,active,1,1,1,1,0,0,1,1
CYTK.OQ,CYTK,US23282W6057,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CYTR.OQ,CYTR,,,active,1,1,1,1,0,0,1,1
CYTR.P,CYTR,,,active,1,1,1,1,0,0,1,1
CZFS.OQ,CZFS,US1746151042,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CZN.II,CZN,,,active,1,1,1,1,0,0,1,1
CZNC.OQ,CZNC,US1729221069,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
CZR.OQ,CZR,US12769G1004,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
CZRN.BCU,CZRN,US1276861036,BATS Europe,active,1,1,1,1,0,0,1,1
CZWI.OQ,CZWI,US1749031043,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
D.II,D,,,active,1,1,1,1,0,0,1,1
D.N,D,US25746U1097,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DAKT.OQ,DAKT,US2342641097,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
DAL.N,DAL,US2473617023,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DAN.N,DAN,US2358252052,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DAR.N,DAR,US2372661015,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DASH.OQ,DASH,US25809K1051,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
DAVE.OQ,DAVE,US23834J2015,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
DAWN.OQ,DAWN,US23954D1090,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
DBD.N,DBD,US2536512021,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DBD.N^F23,DBD,US2536511031,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DBI.N,DBI,US2505651081,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DBRG.N,DBRG,US25401T6038,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DBTK.O,DBTK,,,active,1,1,1,1,0,0,1,1
DBX.OQ,DBX,US26210C1045,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
DC.A,DC,US46655E1001,American Stock Exchange,active,1,1,1,1,0,0,1,1
DCEL.P,DCEL,,,active,1,1,1,1,0,0,1,1
DCGO.OQ,DCGO,US2560861096,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
DCH.N,DCH,US0240611030,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DCI.N,DCI,US2576511099,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DCO.N,DCO,US2641471097,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DCOM.OQ,DCOM,US25432X1028,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
DCPHN.BCU,DCPHN,US24344T1016,BATS Europe,active,1,1,1,1,0,0,1,1
DCTH.OQ,DCTH,US24661P8077,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
DD.N,DD,US26614N1028,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DDD.N,DDD,US88554D2053,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DDE.C,DDE,,,active,1,1,1,1,0,0,1,1
DDOG.OQ,DDOG,US23804L1035,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
DDR.II,DDR,,,active,1,1,1,1,0,0,1,1
DDS.II,DDS,,,active,1,1,1,1,0,0,1,1
DDS.N,DDS,US2540671011,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DE.II,DE,,,active,1,1,1,1,0,0,1,1
DE.N,DE,US2441991054,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DE8F.TRE,DE8F,US24869P1049,London Stock Exchange,active,1,1,1,1,0,0,1,1
DEA.N,DEA,US27616P3010,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DEC,DEC,US25520W1071,New York Consolidated,active,1,1,1,1,0,0,1,1
DECK.N,DECK,US2435371073,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DEEP.OQ,DEEP,,,active,1,1,1,1,0,0,1,1
DEI.N,DEI,US25960P1093,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DELL.N,DELL,US24703L2025,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DELL.O^J13,DELL,US24702R1014,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
DERM.OQ,DERM,US48115J1097,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
DF.II,DF,,,active,1,1,1,1,0,0,1,1
DF.N,DF,,,active,1,1,1,1,0,0,1,1
DFC.OQ,DFC,,,active,1,1,1,1,0,0,1,1
DFH.N,DFH,US26154D1000,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DFIN.N,DFIN,US25787G1004,New York Stock Exchange,active,1,1,1,1,0,0,1,1
DFRG.OQ,DFRG,,,active,1,1,1,1,0,0,1,1
DFS.MX,DFS*,US2547091080,Bolsa Mexicana de Valores S.A. de C.V.,active,1,1,1,1,0,0,1,1
DFT.N,DFT,,,active,1,1,1,1,0,0,1,1
